dish,ingredient,quantity_g,quantity_basis,source_type,source_reference,mapping_status,confidence,notes
Sabudana Kheer,Tapioca pearls,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,APPROXIMATE,0.85,Sabudana pearls
Sabudana Kheer,"Milk, whole, cow",80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Whole milk base
Sabudana Kheer,"Sugar, refined",12.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Refined sweetening sugar
Sabut Masoor,"Lentil, whole",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Raw whole brown lentil issuance
Sabut Masoor,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato base
Sabut Masoor,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion base
Sabut Masoor,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Samosa,Potato,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Boiled spiced potato filling
Samosa,"Wheat flour, refined",25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Pastry crust
Samosa,Green peas,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Green peas filling
Samosa,Vegetable oil,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Deep frying oil uptake
Sandwich,Commercial bread,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Two slices commercial white bread
Sandwich,Cucumber,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Cucumber slices
Sandwich,Tomato,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato slices
Sandwich,Butter,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Table butter spread
Sirca Onion,Onion,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Pickled small onion
Sirca Onion,Beetroot,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Natural beetroot color
Stuffed Paratha,"Wheat flour, atta",40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Paratha dough flour
Stuffed Paratha,Potato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Potato stuffing
Stuffed Paratha,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Shallow frying fat
Sweet Dalia,"Wheat, bulgur",35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Broken wheat grains
Sweet Dalia,"Milk, whole, cow",80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Whole milk base
Sweet Dalia,"Sugar, refined",8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Refined sweetening sugar
Tea,"Milk, whole, cow",80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Milk component in tea cup
Tea,"Sugar, refined",8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Refined sweetening sugar
Tea,Tea leaves,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,APPROXIMATE,0.9,Brewed tea leaves
Tea Cake,Commercial tea cake,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,UNMAPPED,0.0,Single slice commercial bakery tea cake
Tomato,Tomato,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Raw salad tomato slices
Tomato Ketchup,Commercial tomato ketchup,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,UNMAPPED,0.0,Single commercial ketchup sachet/portion
Veg Biryani,"Rice, raw/parboiled",50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Raw basmati/parboiled rice
Veg Biryani,Potato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Biryani vegetables
Veg Biryani,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Fried onion base
Veg Biryani,Green peas,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Green peas
Veg Biryani,Carrot,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Diced carrot
Veg Biryani,Ghee,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Aromatic tempering ghee
Veg Fried Rice,"Rice, raw/parboiled",45.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Raw rice grain
Veg Fried Rice,Cabbage,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Finely shredded cabbage
Veg Fried Rice,Carrot,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Diced carrot
Veg Fried Rice,French beans,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Chopped green beans
Veg Fried Rice,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Wok frying oil
Veg Jaipuri,Potato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Diced potato
Veg Jaipuri,Cauliflower,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Cauliflower florets
Veg Jaipuri,Green peas,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Green peas
Veg Jaipuri,Paneer,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Diced paneer
Veg Jaipuri,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato base
Veg Jaipuri,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion base
Veg Jaipuri,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Veg Jalfrazi,"Capsicum, green",25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Julienned bell pepper
Veg Jalfrazi,Carrot,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Julienned carrot
Veg Jalfrazi,French beans,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,French beans
Veg Jalfrazi,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato base
Veg Jalfrazi,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion slices
Veg Jalfrazi,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Veg Kofta Curry,Bottle gourd,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Grated bottle gourd kofta
Veg Kofta Curry,Potato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Mashed potato binder
Veg Kofta Curry,"Bengal gram, flour",15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Besan binder
Veg Kofta Curry,Tomato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato gravy
Veg Kofta Curry,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion gravy
Veg Kofta Curry,Vegetable oil,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Deep frying kofta and curry oil
Veg Korma,Potato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Diced potato
Veg Korma,Carrot,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Diced carrot
Veg Korma,Green peas,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Green peas
Veg Korma,French beans,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Green beans
Veg Korma,Curd / Dahi,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,APPROXIMATE,0.9,Korma curd base
Veg Korma,"Coconut, dry",5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Coconut paste
Veg Korma,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
Veg Manchurian,Cabbage,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Finely shredded cabbage ball
Veg Manchurian,Carrot,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Grated carrot
Veg Manchurian,"Wheat flour, refined",15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Binding flour
Veg Manchurian,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Spring/regular onion
Veg Manchurian,Vegetable oil,8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Frying oil uptake
Vermicelli Payasam,"Wheat, vermicelli",20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Sevai
Vermicelli Payasam,"Milk, whole, cow",80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Whole milk base
Vermicelli Payasam,"Sugar, refined",12.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Refined sweetening sugar
Vermicelli Payasam,Ghee,3.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Roasting ghee
Vermicelli Pudding with Condensed Milk,"Wheat, vermicelli",20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Sevai
Vermicelli Pudding with Condensed Milk,"Milk, whole, cow",40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Whole milk
Vermicelli Pudding with Condensed Milk,Condensed milk,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Sweetened condensed milk
Vermicelli Pudding with Condensed Milk,"Sugar, refined",5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Sugar
White Chana,Kabuli chana,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,APPROXIMATE,0.85,Raw kabuli chana issuance
White Chana,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato gravy
White Chana,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion base
White Chana,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Cooking oil
White Chana,Ginger,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Fresh ginger
Yellow Dal Tadka,"Red gram, dal",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Raw toor dal issuance
Yellow Dal Tadka,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Tomato base
Yellow Dal Tadka,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Onion base
Yellow Dal Tadka,Ghee,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Tadka ghee
Yellow Dal Tadka,Garlic,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,0.95,Garlic cloves
Yellow Dal Tadka,Cumin seeds,1.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_ASSUMPTION,PROJECT_PORTION_ASSUMPTIONS,VERIFIED,1.0,Cumin tempering
