dish,ingredient,quantity_g,basis,source,source_type,reason,notes
Paneer Lababdar,Paneer,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Fresh paneer cubes,Direct match to fresh paneer
Paneer Lababdar,Tomato,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Lababdar tomato base,"Priority cultivar: Tomato, ripe, hybrid"
Paneer Lababdar,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Gravy onion,"Priority cultivar: Onion, big commercial"
Paneer Lababdar,"Milk, whole, cow",10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Milk enrichment,Direct match to cow whole milk
Paneer Lababdar,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Cooking oil,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Pav Bhaji,Commercial bun,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Single pav bun,Mapped to commercial white bread/bun baseline (USDA FDC 172685)
Pav Bhaji,Potato,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Bhaji boiled potato base,"Priority cultivar: Potato, brown skin, big"
Pav Bhaji,Tomato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Bhaji tomato puree,"Priority cultivar: Tomato, ripe, hybrid"
Pav Bhaji,Cauliflower,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Bhaji mixed vegetables,Direct match to fresh cauliflower
Pav Bhaji,Green peas,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Bhaji green peas,Direct match to fresh green peas
Pav Bhaji,"Capsicum, green",10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Bhaji capsicum,Direct match to green capsicum (bell pepper)
Pav Bhaji,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Bhaji sautéed onion,"Priority cultivar: Onion, big commercial"
Pav Bhaji,Butter,8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Butter for bhaji and pav,"USDA FoodData Central 173410 (Butter, salted, 81.1g fat/100g)"
Pickle,Commercial pickle,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Single commercial pickle portion,Commercial mango/mixed pickle with unmeasured salt brine; excluded from scoring
Pink Sauce Pasta,Commercial pasta,60.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Commercial pasta serving,Commercial pink sauce pasta lacking IFCT profile; excluded from scoring
Plain Curd,Curd / Dahi,100.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Standard single katori curd serving,Fermented whole cow milk equivalent; assumes identical raw milk solids
Plain Rice,"Rice, raw/parboiled",50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Standard single serving raw rice grain,Direct match to parboiled milled rice
Poha,"Rice, flakes",40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Flattened rice flakes,Direct match to poha (rice flakes)
Poha,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Sautéed onion,"Priority cultivar: Onion, big commercial"
Poha,Groundnut / Peanut,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Roasted peanuts,Direct match to raw ground nut
Poha,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Tempering cooking oil,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Poha,Green chilli,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Spiced green chilli,Green chillies - all varieties composite
Poori,"Wheat flour, atta",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Single poori raw flour weight,Direct match to whole wheat atta
Poori,Vegetable oil,8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Deep frying oil uptake per poori,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Poori Aloo Chana,"Wheat flour, atta",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Poori raw flour,Direct match to whole wheat atta
Poori Aloo Chana,Vegetable oil,8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Poori frying oil,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Poori Aloo Chana,Potato,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Aloo sabzi potato,"Priority cultivar: Potato, brown skin, big"
Poori Aloo Chana,"Bengal gram, whole",15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Black chana issuance,Direct match to kala chana
Poori Aloo Chana,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Curry onion,"Priority cultivar: Onion, big commercial"
Poori Aloo Chana,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Curry tomato,"Priority cultivar: Tomato, ripe, hybrid"
Poori Aloo Chana,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Curry cooking oil,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Rajmah,Kidney beans,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Raw red kidney beans issuance,"Direct match to rajmah, red"
Rajmah,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Thick tomato gravy base,"Priority cultivar: Tomato, ripe, hybrid"
Rajmah,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Gravy onion base,"Priority cultivar: Onion, big commercial"
Rajmah,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Cooking oil,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Rajmah,Ginger,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Fresh ginger paste,Direct match to fresh ginger
Rajmah,Garlic,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Fresh garlic paste,"Priority cultivar: Garlic, big cloves"
Rusk,Commercial rusk,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Two pieces commercial bakery rusk,Commercial twice-baked toast lacking IFCT profile; excluded from scoring
Sabudana Kheer,Tapioca pearls,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Sabudana pearls,Sabudana processed starch pearls mapped to proximate raw tapioca root
Sabudana Kheer,"Milk, whole, cow",80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Whole milk base,Direct match to cow whole milk
Sabudana Kheer,"Sugar, refined",12.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Refined sweetening sugar,"USDA FoodData Central 169655 (Sugars, granulated sucrose: 387 kcal/100g)"
Sabut Masoor,"Lentil, whole",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Raw whole brown lentil issuance,Direct match to sabut masoor (brown lentil)
Sabut Masoor,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Tomato base,"Priority cultivar: Tomato, ripe, hybrid"
Sabut Masoor,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Onion base,"Priority cultivar: Onion, big commercial"
Sabut Masoor,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Cooking oil,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Samosa,Potato,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Boiled spiced potato filling,"Priority cultivar: Potato, brown skin, big"
Samosa,"Wheat flour, refined",25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Pastry crust,Direct match to maida (refined wheat flour)
Samosa,Green peas,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Green peas filling,Direct match to fresh green peas
Samosa,Vegetable oil,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Deep frying oil uptake,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Sandwich,Commercial bread,50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Two slices commercial white bread,"USDA FoodData Central 172685 (Bread, white, commercially prepared)"
Sandwich,Cucumber,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Cucumber slices,Direct match to kheera (green elongate cucumber)
Sandwich,Tomato,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Tomato slices,"Priority cultivar: Tomato, ripe, hybrid"
Sandwich,Butter,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Table butter spread,"USDA FoodData Central 173410 (Butter, salted, 81.1g fat/100g)"
Sirca Onion,Onion,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Pickled small onion,"Priority cultivar: Onion, big commercial"
Sirca Onion,Beetroot,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Natural beetroot color,Direct match to chukandar (beetroot)
Stuffed Paratha,"Wheat flour, atta",40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Paratha dough flour,Direct match to whole wheat atta
Stuffed Paratha,Potato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Potato stuffing,"Priority cultivar: Potato, brown skin, big"
Stuffed Paratha,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Shallow frying fat,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Sweet Dalia,"Wheat, bulgur",35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Broken wheat grains,Direct match to dalia (broken wheat bulgur)
Sweet Dalia,"Milk, whole, cow",80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Whole milk base,Direct match to cow whole milk
Sweet Dalia,"Sugar, refined",8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Refined sweetening sugar,"USDA FoodData Central 169655 (Sugars, granulated sucrose: 387 kcal/100g)"
Tea,"Milk, whole, cow",80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Milk component in tea cup,Direct match to cow whole milk
Tea,"Sugar, refined",8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Refined sweetening sugar,"USDA FoodData Central 169655 (Sugars, granulated sucrose: 387 kcal/100g)"
Tea,Tea leaves,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Brewed tea leaves,Infusion basis: leaves impart flavor; calories supplied by milk and sugar
Tea Cake,Commercial tea cake,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Single slice commercial bakery tea cake,Commercial bakery cake lacking IFCT profile; excluded from scoring
Tomato,Tomato,40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Raw salad tomato slices,"Priority cultivar: Tomato, ripe, hybrid"
Tomato Ketchup,Commercial tomato ketchup,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Single commercial ketchup sachet/portion,Commercial sweetened ketchup lacking generic IFCT profile; excluded from scoring
Veg Biryani,"Rice, raw/parboiled",50.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Raw basmati/parboiled rice,Direct match to parboiled milled rice
Veg Biryani,Potato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Biryani vegetables,"Priority cultivar: Potato, brown skin, big"
Veg Biryani,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Fried onion base,"Priority cultivar: Onion, big commercial"
Veg Biryani,Green peas,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Green peas,Direct match to fresh green peas
Veg Biryani,Carrot,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Diced carrot,Direct match to orange carrot
Veg Biryani,Ghee,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Aromatic tempering ghee,Direct match to ghee with energy derived via Atwater fat factor (900 kcal/100g)
Veg Fried Rice,"Rice, raw/parboiled",45.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Raw rice grain,Direct match to parboiled milled rice
Veg Fried Rice,Cabbage,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Finely shredded cabbage,Direct match to fresh green cabbage
Veg Fried Rice,Carrot,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Diced carrot,Direct match to orange carrot
Veg Fried Rice,French beans,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Chopped green beans,Direct match to green french beans
Veg Fried Rice,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Wok frying oil,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Veg Jaipuri,Potato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Diced potato,"Priority cultivar: Potato, brown skin, big"
Veg Jaipuri,Cauliflower,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Cauliflower florets,Direct match to fresh cauliflower
Veg Jaipuri,Green peas,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Green peas,Direct match to fresh green peas
Veg Jaipuri,Paneer,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Diced paneer,Direct match to fresh paneer
Veg Jaipuri,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Tomato base,"Priority cultivar: Tomato, ripe, hybrid"
Veg Jaipuri,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Onion base,"Priority cultivar: Onion, big commercial"
Veg Jaipuri,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Cooking oil,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Veg Jalfrazi,"Capsicum, green",25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Julienned bell pepper,Direct match to green capsicum (bell pepper)
Veg Jalfrazi,Carrot,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Julienned carrot,Direct match to orange carrot
Veg Jalfrazi,French beans,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,French beans,Direct match to green french beans
Veg Jalfrazi,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Tomato base,"Priority cultivar: Tomato, ripe, hybrid"
Veg Jalfrazi,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Onion slices,"Priority cultivar: Onion, big commercial"
Veg Jalfrazi,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Cooking oil,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Veg Kofta Curry,Bottle gourd,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Grated bottle gourd kofta,Direct match to lauki / ghiya
Veg Kofta Curry,Potato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Mashed potato binder,"Priority cultivar: Potato, brown skin, big"
Veg Kofta Curry,"Bengal gram, flour",15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Besan binder,Besan is mechanically milled dehulled Bengal gram dal
Veg Kofta Curry,Tomato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Tomato gravy,"Priority cultivar: Tomato, ripe, hybrid"
Veg Kofta Curry,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Onion gravy,"Priority cultivar: Onion, big commercial"
Veg Kofta Curry,Vegetable oil,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Deep frying kofta and curry oil,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Veg Korma,Potato,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Diced potato,"Priority cultivar: Potato, brown skin, big"
Veg Korma,Carrot,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Diced carrot,Direct match to orange carrot
Veg Korma,Green peas,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Green peas,Direct match to fresh green peas
Veg Korma,French beans,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Green beans,Direct match to green french beans
Veg Korma,Curd / Dahi,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Korma curd base,Fermented whole cow milk equivalent; assumes identical raw milk solids
Veg Korma,"Coconut, dry",5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Coconut paste,"Direct match to coconut, kernel, dry"
Veg Korma,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Cooking oil,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Veg Manchurian,Cabbage,35.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Finely shredded cabbage ball,Direct match to fresh green cabbage
Veg Manchurian,Carrot,20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Grated carrot,Direct match to orange carrot
Veg Manchurian,"Wheat flour, refined",15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Binding flour,Direct match to maida (refined wheat flour)
Veg Manchurian,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Spring/regular onion,"Priority cultivar: Onion, big commercial"
Veg Manchurian,Vegetable oil,8.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Frying oil uptake,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
Vermicelli Payasam,"Wheat, vermicelli",20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Sevai,Direct match to sevai
Vermicelli Payasam,"Milk, whole, cow",80.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Whole milk base,Direct match to cow whole milk
Vermicelli Payasam,"Sugar, refined",12.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Refined sweetening sugar,"USDA FoodData Central 169655 (Sugars, granulated sucrose: 387 kcal/100g)"
Vermicelli Payasam,Ghee,3.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Roasting ghee,Direct match to ghee with energy derived via Atwater fat factor (900 kcal/100g)
Vermicelli Pudding with Condensed Milk,"Wheat, vermicelli",20.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Sevai,Direct match to sevai
Vermicelli Pudding with Condensed Milk,"Milk, whole, cow",40.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Whole milk,Direct match to cow whole milk
Vermicelli Pudding with Condensed Milk,Condensed milk,25.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Sweetened condensed milk,USDA FoodData Central 173449 (Sweetened condensed canned milk)
Vermicelli Pudding with Condensed Milk,"Sugar, refined",5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Sugar,"USDA FoodData Central 169655 (Sugars, granulated sucrose: 387 kcal/100g)"
White Chana,Kabuli chana,30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Raw kabuli chana issuance,White chana mapped to proximate species Cicer arietinum L. (whole)
White Chana,Tomato,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Tomato gravy,"Priority cultivar: Tomato, ripe, hybrid"
White Chana,Onion,15.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Onion base,"Priority cultivar: Onion, big commercial"
White Chana,Vegetable oil,5.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Cooking oil,Mustard oil with energy derived via Atwater fat factor (900 kcal/100g)
White Chana,Ginger,2.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Fresh ginger,Direct match to fresh ginger
Yellow Dal Tadka,"Red gram, dal",30.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Raw toor dal issuance,Direct match to toor dal / arhar dal
Yellow Dal Tadka,Tomato,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Tomato base,"Priority cultivar: Tomato, ripe, hybrid"
Yellow Dal Tadka,Onion,10.0,RAW_INGREDIENT_GRAM_PER_SERVING,PROJECT_PORTION_ASSUMPTIONS,PROJECT_ASSUMPTION,Onion base,"Priority cultivar: Onion, big commercial"
